Year,Movie Title,movie,formatted_name,top_critics,_merge
2017,Megan Leavey ,Megan Leavey ,megan_leavey,"[""The film's gendered Orientalist narrative uses Iraq, its people and the US-led war there as the backdrop for a story about a white woman soldier finding herself and learning to love through her combat canine."", ""A heartfelt and touching film featuring one of Kate Mara's best performances."", ""Kate Mara is raw and riveting in the title role, a marine who ends up in combat in Iraq with a bomb-sniffing German shepherd. It's a true story that earns your tears."", ""Director Gabriela Cowperthwaite's spare handheld camera work comes into its own once the canine teams are out in the field."", ""Cowperthwaite is a documentarian and brings a low-key naturalism to the storytelling, and Mara is excellent in revealing Leavey's growing sense of confidence and purpose."", ""If you're looking for a good cry, Megan Leavey gets the job done, I suppose. But it's a bit like a wet kiss from a puppy."", 'The film - the feature directorial debut for Gabriela Cowperthwaite, whose orcas-in-peril documentary, Blackfish, struck a nerve - treats the handler/dog relationship with respect, not cheap sensationalism.', 'With a female-directed, female-driven film this small, criticizing it feels like beating a baby seal. While well intentioned, the human-and-dog interest story lacks narrative drive and star Kate Mara is a limp noodle.', ""The emotion in Megan Leavey is not forced. It flows, up and down the leash, just like it's supposed to."", '""Megan Leavey"" works because it takes Leavey seriously as a character, and it studies her journey through her life and through the Marines before Rex is even a factor in the story.', 'May not be the smoothest piece of filmmaking, but wears its emotions honestly and benefits from offering a look at a rarely explored arena of human-animal relationships: dogs trained for combat.', ""If the conclusion doesn't bring a tear to your eye, you're way too cynical."", ""Megan Leavey isn't flawless in its structure and thematic priorities, but what it has is a worthy tale of commitment and bravery, which satisfyingly wraps up in a touching finale."", ""As it stands, the movie's power never pops off the screen."", ""Kate Mara imbues the role with plenty of grit and pluck but it's Rex, the dog she bonds with, who turns out to be a natural in front of the camera."", 'This movie is rarely more than merely competent, but it should stir lovers of justice as well as dog fanciers.', 'This is a good story, well told.', 'This is an affecting story about loyalty, sacrifice, and the forging of identity.', ""If you have a soft spot for dogs, this is a love story you'll find irresistible."", ""This is a film that can't decide if it wants to be a war movie or a rescue dog melodrama and therefore falls into cinematic no-man's/woman's-land.""]",both
2017,Alien: Covenant,Alien: Covenant,alien_covenant,"[""Unfortunately, it starts off like you're getting a sequel to Prometheus."", ""Even if the twists and turns in the plot aren't too hard to see coming, there's a distinct joy that [Ridley] Scott takes in setting up and setting off each of those traps."", ""Covenant works best when it's honoring Alien and massively fails when it hearkens back to Prometheus."", ""There's an air of mystery to Alien: Covenant that the movie can't live up to, because for all its interest in what it all means, it has relatively little to show for all that idle questioning."", 'While it may sometimes exceed its own reach, Covenant extends a grasp so impressively audacious, it might as well come from a director with nothing to lose.', 'In space, no one can hear you laugh.', ""Yet again a crew sniffs after a mysterious ping and sticks their nose in a deadly larva pod. Are our astronauts learning? God no. And if the audience expected a different plot, we're not learning, either."", ""As redesigns go, Alien: Covenant is not ambitious, but it's roaringly, repulsively effective."", ""This may not be a movie that reinvents the wheel. But it's one that knows how to make it roll."", ""It's an Alien movie for our times, one in which mankind isn't just under the thumb of an oppressive corporation but sowing the seeds of its own destruction on a more sweeping scale."", 'There are plenty of reasons to shut your eyes and cross your legs while watching this film, but is that the same as being scared?', ""Director Ridley Scott clearly wants to give us more than *just* an 'Alien' movie. But his film is best when it aims for that simple goal."", 'This desire for procreation and preservation of the self - human, alien or artificial - is what motivates every being in the Alien universe, and in Covenant, Scott sets up a thrilling thunderdome in which we can watch this bloody battle unfold.', ""If this is your idea of a good time, you can tick away the film's two-plus hours guessing which crew members will get offed, and in what order."", ""Peel away the big budget genre film's veneer of Western Civ for Dummies (Michelangelo, Wagner, Byron and Shelley) and what you have is rather conventional Lego blocks of sci-fi horror."", ""Sure, there's more blood, and guts, to appease fans, but at what cost?"", 'The new film is intended to act as several things, none of them particularly admirable.', 'The first ""Alien"" had better special effects. Watch it instead.', 'Unfortunately, Alien: Covenant is not really up to bearing the weight of the yarn it wants to spin.', ""Yet director Ridley Scott -- who birthed the original nearly 40 years ago as well as that last film -- plunges back into the latter's mythology, with equally uninspired and perhaps more blatantly derivative results.""]",both
2017,The Marine 5: Battleground,The Marine 5: Battleground,the_marine_5_battleground_2017,[],both
2017,Song to Song,Song to Song,song_to_song,"[""... just another minor variation on Malick's favorite theme-the power of love and spirituality to transcend the life-poisoning curses of ambition and greed-and not a very effective one, at that."", 'Remember when Terrence Malick movies happened once in a geological age? God be with the days.', '""Nothing felt real,"" Mara laments at the start of Song To Song. That, sadly, is an observation that can just as well be aimed at the movie as a whole.', ""At best, the Malick method is a cinematic sacrament. At worst, it's a moronic, cringeworthy perfume commercial. Malick's new film, Song to Song, is his worst yet. An absolute shocker."", 'It all adds up to a beautiful nothing.', ""Haters be damed - this is one of the year's best."", ""It won't convert the unconvinced, but it is beautiful, melancholic, audacious and well-played, a refinement rather than reinvention of a singular filmmaker."", ""We're left with gorgeous photography (Emmanuel Lubezki), a plotless plot and a sense that some transcendentalist Nashville may lurk here waiting to be discovered, though not - thanks - by me."", 'There are some inspired visual flourishes and it is a film with its own weird stamina and momentum: sometimes exasperating, sometimes mesmeric.', ""The haughtily unenlightened can joke and snipe and snore all the want. As evinced by Song to Song, Malick is operating in top form. If only we'd be bothered to do the work of making sense of it."", ""Terrence Malick's latest film isn't so much a movie as it is a freeform collection of whispers and beseeching looks."", 'Though my low expectations were essentially met, I\'m tired of Terrence Malick coasting on mediocrity and it being considered ""experimental""', ""This is the one with Ryan Gosling, and like Terrence Malick's two previous dramas it's a gauzy, improvised affair that looks like a photo essay out of Architectural Digest and regards its gorgeous, murmuring actors as if they were statuary."", '""Song to Song"" is Terrence Malick\'s first truly awful film.', ""It's hard to say if the film's opaqueness is a distraction, or a saving grace; certainly, this kind of Euro arty ethos is easier to swallow in another language."", '""Song to Song"" isn\'t the sleepy disappointment Malick\'s last two films were, but it\'s hard not to wish he\'d wake up.', 'If ""Song to Song"" is a punctuation point in Malick\'s search for a new visual language, let it be an instructive one.', ""Some moviegoers will find the experience frustrating; others will be exhilarated by a film that's far afield from the usual formulas."", ""Song to Song is slightly less pretentious than Malick's last film, the 2015 sigh of ennui Knight of Cups, though it features just as many miniature actresses."", '""Song to Song"" tests its dreamers and wanderers and leaves them a little wiser, maybe, for the experience. And maybe that\'s the best way to express how I felt watching it ...']",both
2017,Sleepless ,Sleepless ,sleepless_2017,"['Sleepless has the puzzling, 95-minutes feel of a doomed project that has been mercilessly edited to digestible proportions.', ""It's thin but taut and at a lean 95 minutes, it zips along at a propulsive, entertaining clip."", 'The final twist is genuinely unexpected, though purely because of its irrelevance.', 'A smart and speedy cop movie that occasionally reaches for greatness.', ""Less sleepless, more insomnia cure. For all its attempts at action, it's a rote, dull crime thriller with little fresh to offer."", 'Alleged action movies need way more novelty than just flour being dusted over the combatants or brief bursts of underwater photography to ring the changes.', 'The sheer silliness defeated me.', ""In its portrayal of cops on the take, Sleepless often resembles an episode of TV's The Shield."", ""Monaghan and Foxx, for all their gifts, can't transcend the material, though they do get more out of it than most others would be able to."", 'The 95 minutes it takes for this sleepless night to unfold onscreen feel tedious rather than breathless.', 'Sadly, even the foggy recollection of the original is better than this bloated bastardization.', 'It might not be Donald Westlake, but it does its thing: meaningless, nonstop violence and movement, enacted by a large cast of characters who are only looking out to survive into the next scene.', ""Alas, Andrea Berloff's screenplay has more holes than a trawlerman's net, none bigger than a gut-cut Foxx nursing a gaping wound for two-thirds of the picture while still managing to dodge bullets and roll with the punches."", ""We get muttering and glowering from Mr. Foxx, a story that can't manage enough twists to tie a shoelace, and set pieces that have been done better in other movies."", 'Mostly, everyone goes dutifully through the motions, including Foxx, whose level of investment in the project is neutral at best.', ""The listless, shoddy sort of remake where it feels like all of the characters have already seen the movie they're in, Sleepless reduces one of the best action films of the 21st century into one of the most benign."", 'One of those movies that needed to be a lot better or a lot worse to make much of an impression.', 'Never rising above the level of generic B-movie, Sleepless represents the sort of disposable fare typically dropped into theaters in January.', '""Sleepless"" is a propulsive thin exercise, ""energetic"" but tedious, the kind of January movie that Jamie Foxx should have permanently graduated from.', ""At a certain point, Odar's intense atmospherics - amplified by the throbbing bass notes of Michael Kamm's heavy, percussive score - start to feel like the work of a filmmaker on genre autopilot.""]",both
2017,Ferdinand ,Ferdinand ,ferdinand,"[""Cena is excellent as a kind and gentle big boy who doesn't know his own strength."", ""Not that this Ferdinand was for me. It's too obnoxious, too self-involved, the hyperactive antics of pretty much every member of the supporting cast driving me bonkers."", 'Gently subversive ...', 'With a lovely voice performance from Cena, the spirit of Ferdinand does shine through. But the rest of the story filler is mostly forgettable.', ""John Cena brings kindness and calmness to Ferdinand, the animated adaptation of the classic children's novel about a bull that would rather smell flowers than charge matadors."", ""Ferdinand is not going to be the next Frozen or Lion King or even the fourth or fifth Ice Age movie, but there's a reason the story is still being told some 81 years after it was first published."", ""McKinnon's goat character is in constant and hilarious conversation with her many selves but the awkward handling of the slaughterhouse issue will upset some kids."", '... a movie of both substance and silliness. Olés all round.', 'The lurching rhythms of Ferdinand make a clean story feel ungainly and episodic ...', ""Ferdinand doesn't really do justice to its evergreen and far less cluttered source material."", 'Ferdinand is a load of old bull, in a good way.', 'A mostly pleasant surprise in a year that has produced a lack of stellar animated outings.', ""The movie is bright and peppy enough to hold young viewers' attention, though a faithful 1938 Walt Disney short showed more inventiveness in eight minutes."", 'In the title role, wrestler-turned-actor John Cena gives Ferdinand just the right balance of sweetness and strength. He becomes the wholly convincing center of the parable.', 'Nothing mould-breaking, but unassumingly enjoyable.', ""Ferdinand buries the original story's message under frenetic action scenes and grating sidekicks, turning a classic tale into just another flat animated comedy."", ""The good news is that while the movie is susceptible to some pandering, it also takes the story's charming core elements and gives them a contemporary luster."", ""The quality isn't up to Pixar standards, but Ferdinand does hit the sweet spot as far as its target audience is concerned. You know: for kids."", ""And there's so much charm (a bull-in-a-china-shop scene is an instant classic) that this family treat will put a smile on your face, a tear in your eye and an extra bada-boom in your heart."", 'Faced with familiar story tropes and lowest-common-denominator bids for attention, anyone over the target demographic might ask themselves a multitude of questions as the mind inevitably wanders.']",both
2017,Lovesong ,,,,left_only
2017,Atomic Blonde,Atomic Blonde,atomic_blonde_2017,"['A good time - saved by spectacular fight scenes, a colourful cast of supporting characters, and a great lead in Theron.', ""Who do we thank for this refreshing take on the smash-'em-up genre and this thoroughly modern woman in a Bechdel-beating blockbuster?... Thank Charlize Theron"", ""Even an actor as good as Theron can't turn a set of cynical commercial considerations into a character."", 'Charlize Theron works furiously to bring some small weight to a character so feathery she barely manages to remain attached to the screen.', 'You forget to breathe. More importantly, you forget to question the needlessly complicated layers of double-crossing that clog up the third act of an otherwise impressively lean piece of storytelling.', ""In a victory for style over substance, it forces the instincts to follow the plot and care about the characters to surrender to its and Theron's unrelenting cool."", 'What Theron sells superbly, as she did in Mad Max: Fury Road in 2015, is, simply, ferocity.', 'When the relationships between the leading characters are all so superficial and everyone is deceiving everyone else, it is very hard to engage emotionally with the movie.', ""Watching Atomic Blonde is a cinematic crash course. It's a course in how to crash a movie, and a script, and a cast; how to crash them till nothing is left but smoking smithereens."", ""Most of Leitch's energy goes into the stunts, which have a mesmerising rhythm to them, together with ingeniously intricate choreography."", ""While it's not a perfect female-centric spy thriller (let's keep trying), Atomic Blonde winks to the future with exciting possibilities."", 'Theron carries it off with style of course ...', ""Just because Atomic Blonde acknowledges its own derivativeness doesn't excuse it or redeem it, in the end."", ""The fight scenes are gripping because they look real. It's not the stylistic biff and bash of a superhero film but up-close bareknuckled brawling."", ""A pulsing spy thriller with sex, excellent music and bucketloads of riveting action, Atomic Blonde owes its success to Charlize Theron's ability to carry off the role of agent Lorraine Broughton with such confidence and style."", ""Adapting Sam Hart and Antony Johnston's graphic novel The Coldest City, Kurt Johnstad has written a smart exploitation thriller."", ""It's cool and brutal, but with such impressive action credentials you almost wish there were fewer plot devices to distract you as Charlize gets up and at 'em."", ""Without a doubt one of the greatest action stars of today, Atomic Blonde offers a spectacular platform for Charlize Theron's skills."", 'The action in Atomic Blonde is top-shelf; but the plot that knits it together, crucial to any good spy film, is a whole lot flimsier.', ""It's a calorie-free serving of simple pleasures, and sometimes that's exactly what you need.""]",both
2017,Crooked House ,,,,left_only
2017,The Greatest Showman,The Greatest Showman,the_greatest_showman_2017,"['Give in. Roll up. Sing along.', ""Like Barnum himself, it's an elegant fraud, nice enough to look at as long as you don't look too close."", ""[This] kind of insanity is really fun to watch. The Greatest Showman is a lot of things, but it's not boring."", ""As I've noted, a lot of capital-N names helped make this film. But the director, the bloke who wore a beanie to the red carpet premiere in Sydney, deserves our admiration. He is the showman who, like Barnum, has his name above the door."", ""... [Hugh Jackman's] feel-good new film, The Greatest Showman, is where he truly gets to unleash his inner trouper, and he barely stops singing, dancing and flicking around a top hat from beginning to end."", ""The film's insistence that Barnum's freakshow is born from warm, fuzzy humanity and very contemporary notions of inclusivity is not just historically inaccurate, it's at odds with The Greatest Showman's extremely pretty idea of freakery. Pink hair?"", 'The director, Michael Gracey, delivers quick doses of excitement in splashy scenes but has little feel for the choreographic action, offers scant historical substance, and displays slender dramatic insight.', 'Imagine Tod Browning\'s 1932 pre-Code horror film Freaks asset-stripped by a third-rate Baz Luhrmann wannabe, the chilling refrain ""one of us"" sanitised into something closer to a soft-drink commercial tagline than a menace.', ""This isn't the story of Barnum's life, but a formulaic rags-to-riches story grafted onto the broad outlines of Barnum's career as a circus entrepreneur."", 'Historians now agree that Barnum wasn\'t the one who said ""There\'s a sucker born every minute,"" but it\'s hard to escape the feeling that you\'re being sold a poptimist bill of goods here.', 'For all its cheeriness, brio and strong cast, this is a phoney baloney film with heartstring-tweaking, soul-stirring ambitions it is, by a laughable margin, too transparently manipulative to realise.', 'The closest it gets to a hummable toe-tapper is Come Alive, which, at the risk of damning with faint praise, sounds like a Miami Sound Machine D-side.', 'The Greatest Showman is a perfunctory effort in story, music, dance, and direction that proffers empty messages about uniqueness, reaching not for the stars but for bland homogeneity.', ""An old-fashioned musical with a none-more-zeitgeisty songsheet, it may not be a flawless piece of storytelling, but it's a pretty decent show."", ""To make room for all the boring songs, historic facts are all but eliminated, leaving only the bare bones of Barnum's life."", 'It may not be quite the greatest show on Earth, but Gracey, Jackman and the entire cast are deeply committed to entertaining and leave you feeling an old-school musical thrill.', ""On its own terms, it's an achievement. If I was 13, this might please my eyes and ears."", 'Screenwriters Jenny Bicks and Bill Condon whitewash history at every turn, making Barnum a warm, paternal figure beloved by his sideshow performers, wife, and children.', ""This isn't a movie musical. It's a Las Vegas revue featuring songs aiming for high rotation on a Top 40 radio station, one that will doubtlessly enthrall those moviegoers who mistake spectacle for quality."", ""It's a family film whose infectious, crowd-pleasing song-and-dance numbers justify a 105-minute running length when the pedestrian story can't.""]",both
2018,A.X.L.,A.X.L.,axl,"[""After 2016's Monster Trucks laid a giant goose egg at the box office, what made the folks at Global Road think this similarly themed shaggy mechanical pal tale would fare any better?"", ""Like its titular character, A.X.L is a pastiche of familiar parts constructed in a lab, a blend of science-fiction and extreme sports tropes that result in little more than an audition reel for the film's young stars."", ""It's utterly forgettable."", 'It\'s a boy and his dog story with elements of ""Pretty in Pink,"" ""Rad"" and ""The Wraith,"" and it\'s those references that kinda make this movie work.', 'A.X.L. feels in desperate need of repairs.', 'Meanwhile, the scientists who lost A-X-L spend half the movie watching these events unfold on a computer screen, doing not a danged thing because they want to see how it all pans out. They are, it must be said, lousy scientists.', ""What's missing is any genuine personality from the robot (or the human characters, for that matter).""]",both
2018,The Misandrists,,,,left_only
2018,Overlord ,Overlord ,overlord_2018,"[""It escalates slowly, it builds, and then when you get to the final third of this film once the horror elements break out it's a thrill ride."", 'Overlord is to fact as Churchill was to sobriety, or Trump to modesty.', ""Enjoyable...I didn't care about a single character in this movie, and I didn't care who got blown up...I didn't feel invested, but it was action-heavy enough and well-acted enough to appreciate...once it commits, it's really entertaining."", ""Overlord takes many elements you've seen before and creates a mashup that's able to deliver some gory fun, riveting suspense, zombie horrors, and terrifying depictions of modern war in equal measure."", ""It helps to be in the mood for a period Nazi zombie shoot-'em-up but it's very successful at being a bit of fun and bloody counterprogramming."", 'It\'s reasonably good, creepy fun, provided you\'re not troubled by fleeting, uncomfortable thoughts like ""Hey, that screaming bloodthirsty mutant monster could theoretically be a reanimated Anne Frank.""', ""Directed by Julius Avery, the movie's not a secret Cloverfield sequel, but it is a sci-fi horror movie dressed up in a WWII movie's clothes, and a startlingly fun ride."", 'This gory B-movie initially masquerades as a war film, but Nazi-occupied France is simply a convenient setting.', 'The performances... they bring a sort of warmth and wit to the proceedings even when the film itself is not so much as tiptoeing around the ridiculousness as plowing right through the middle of it.', 'If anyone ever wished ""Saving Private Ryan"" were more of a B-movie splatterfest, ""Overlord"" is the movie for you.', ""Overlord's problem is that it doesn't seem terribly interested in showing us who its villains are, and thus significantly mutes the satisfaction of watching them get flamethrowered to death."", ""The procedure isn't a complete success, but the movie wins a few battles in terms of its premise, energy and style, if not the entire war."", 'Avery seems unsure of what to do and settles for mindlessly piling on the gore. The writers appear to give up too.', 'A simple mechanism to deliver squib packs and swear words.', ""The angles are dynamic and jagged, framing the action for maximum shock value. It's as though the design philosophy for Overlord was to try to get banned in the 1950s, and it works."", ""A surprisingly well-made mash-up of old-fashion war movie tropes and proudly disgusting horror-flick shocks. It's a ton of fun."", 'By the end, Overlord feels, if not greater than the sum of its Frankensteined parts, at least a monster worth mashing.', 'For anyone who ever wished ""Saving Private Ryan"" were more of a B-movie splatterfest, ""Overlord"" is the movie for you.', ""It's oddly sloppy and unambitious, mistaking loud for really crazy."", 'Overlord leaves a wealth of possibilities unmined. One imagines it was more compelling as pitch than finished product.']",both
2018,Bodied,,,,left_only
2018,The Spy Who Dumped Me,The Spy Who Dumped Me,the_spy_who_dumped_me_2018,"[""[Kate McKinnon's] performance is a bunch of disconnected comic riffs in search of a character."", ""This film doesn't quite come together like it should, it has all of the spy hijinks , and the action, and its a little over the top with the action in some scenes."", ""Fans of action blockbusters might pass up what seems a light-hearted comedy - but they'd miss out. This film's action sequences are every inch as bloody and bonkers as those of their male-fronted counterparts."", 'The Bourne Identity becomes somewhat essential late summer viewing for one reason and one reason alone: Kate McKinnon.', 'Dumped Me succeeds because, before spinning into chaos, it makes good, contrasting use of its two leads.', ""The script is all over the shop. It's very clunkily put together."", 'It gets so much right. A sequel, with Morgan in the driving seat, would be awesome.', 'Fogel handles the action set pieces with gusto but fails to make the chick-chat bonding moments seem like anything more than padding.', 'The problem is that the script, by Fogel and David Iserson...offers zilch in the way of laughs.', 'McKinnon works well with her co-star Mila Kunis, although as so often in this kind of film, you suspect that they could get more laughs by doing some extended on-camera improvisation.', 'The Spy Who Dumped Me is a goofy and energetic buddy movie which never manages to be quite as funny as you expect it to be.', 'The end is fun, but the means is awkward.', ""This may not have it all but it's another step forward and a fun night out."", ""It's a promising idea that starts well, and although it starts to flounder by the end, Kunis and McKinnon do sterling work making sure it never completely runs out of energy."", 'Way more so than most movies in this genre, the character development and relationship dynamics are so strong, dimensional, moving.', 'A funny, intelligent, self-aware action-comedy that also touches, lightly but intelligently, on the conversation of the moment: the need to give women the credit they are due. I hope there is a sequel.', ""I think this is a new genre that they're all sort of working their way through it and haven't got all the kinks worked out yet but it's a genre that works for me."", 'Ultimately, what makes The Spy Who Dumped Me an enjoyable experience is what Kunis and McKinnon bring to the table.', 'As ridiculous as it may get, it still feels true.', ""Thank goodness for McKinnon, who launches this middling material to greater heights through her own sheer will. Now that's a superpower.""]",both
2018,Can You Ever Forgive Me?,Can You Ever Forgive Me?,can_you_ever_forgive_me,"['This film takes an altogether different view of the imitation game. By embracing frauds and failures, it achieves greatness on the sly.', 'As for McCarthy, her performance is less of a revelation than a confirmation of her talents.', 'Perfectly cast.', 'Israel is anti-social and aggressive but you do find yourself rooting for her.', ""The revelation of McCarthy's turn is that she's just allowed to be, without apology, without schmaltz."", ""It doesn't hammer anything home. There is no heavy-handed exposition, no back stories. The characters arrive as is."", ""It's a great New York movie. It's a great film about friendship. It's also a great cat movie (if that's your bag)."", 'Can You Ever Forgive Me? is the buddy comedy nobody knew they wanted. It is charming, understated and in parts utterly heartbreaking.', 'Every beat of the film is just so, its portraiture as rich as the characters themselves are barely solvent.', ""We can't believe the two got away with it for so long. But simultaneously we will them on."", 'The screenplay by Nicole Holofcener and Jeff Whitty is well structured, witty and poignant. The funniest moments tend to be the most painful or humiliating ones.', 'For what could have been a sordid and interior little yarn, ""Can You Ever Forgive Me?"" positively glows.', ""A poignant and tender caper that doesn't sugar-coat its protagonists with redemptive Hollywood schmaltz, Can You Ever Forgive Me? is a dirty martini of a movie you'll want to savour."", ""McCarthy is very good at showing how Lee's unpleasant bad temper and rudeness were not simply part of her psychological makeup: they were symptoms of existential panic."", 'Can You Ever Forgive Me? resonates as a historical snapshot as well as de-glamorization of the most misrepresented profession in cinema.', 'Everything - performance, script, direction, cinematography - works in perfect concert.', 'A moving hymn to outsiders, this thrives on two criminally good performances from Melissa McCarthy and Richard E. Grant. It also confirms Marielle Heller as one of the brightest directorial talents around.', ""Heller does do a fine job of showing the physicality of Israel's morally dubious work."", 'The achievement shared by McCarthy and Heller is to make us understand this woman and, furthermore, to make us care about her.', 'Melissa McCarthy gives a brilliantly calibrated performance that should see her touted on the awards circuit.']",both
2018,Sherlock Gnomes,Sherlock Gnomes,sherlock_gnomes,"['Kung Fu Panda director John Stevenson keeps the plot moving at a jaunty pace.', 'Actually more fun than the original and guaranteed to make under-10s shudder with delight.', ""It's nowhere near as bad as it sounds..."", 'After two films, this still looks and feels like a franchise driven more by commercial calculation than creative inspiration.', ""A passable, and very-kid friendly, animation which doesn't break the mould, nor overstay its welcome."", 'The only person who can possibly feel good about this whole mess is Elton John, who inexplicably once again licenses his songs for the soundtrack. Hope the checks cleared, Rocket Man.', ""If you're scratching around for something you can bear to sit through with your kids, this is ― to quote another British classic ― mostly harmless. Otherwise, it's one for the gnome buffs."", 'There\'s some potential for literary humor among the kid-oriented jokes here, but alas, ""Sherlock Gnomes"" doesn\'t have nearly the wit or charm of the original.', ""Is any of this destitute child's Toy Story especially funny or exciting? Oh my, no."", 'Simply put, Sherlock Gnomes is a dreadful bore.', ""As directed by John Stevenson, it's a mildly amusing matinee adventure, and superior to Gnomeo and Juliet in every way."", ""Sherlock Gnomes doesn't quite have the originality and spark to make it a pop-culture phenomenon. Yet it's still an enjoyable family adventure with a solid message."", ""No one's bothered to figure what this movie has to offer beyond terrifically tactile stone figures going through the motions of what might be called Generic Animated Action Rescue Plot ..."", 'Robbing Mr. Depp of his indispensable physical presence only highlights the ceramic stiffness of the jokes.', 'With little wit to its name, Sherlock Gnomes becomes far more tedious than playful.', ""Arthur Conan Doyle's legendary characters feel as if they've been air-dropped into a universe where they don't belong.""]",both
2018,Crazy Rich Asians ,Crazy Rich Asians ,crazy_rich_asians,"[""Crazy Rich Asians represents people and places with so little thought that it upholds a painful, brutal hegemony that's painfully apparent to people who live in Southeast Asia, where the film is actually set."", ""A binge-able series might have been a better way to go, since the script squeezes a sprawling supporting cast into boisterous caricatures and transforms an intricate flow chart of status among Singapore's superrich into a flood of affectations."", 'Aside from these important issues of representation and diversity, Crazy Rich Asians marks a welcome return for the funny, giddy, likeable, glamorous Hollywood romcom.', 'Somewhere between My Big Fat Greek Wedding and a Jane Austen novel: meticulous and hilariously alert to social structures, family dynamics and money, with a plucky underdog heroine.', ""Michelle Yeoh takes the acting honours as the heroine's steely prospective mother-in-law."", 'Michelle Yoh is terrific not least because... you have [her] character who is very not funny in a way which is kind of impressive in a comedy.', ""In many ways, this supposed celebration of diversity disappoints. It doesn't matter. Its unpredictable female leads are as good as gold."", ""The director, Jon M Chu, thankfully, knows his rom-coms. There's Pretty Woman in here. There's Bridget Jones and Ever After, but he's made them new."", ""And what it's doing right is showing white people that they don't own Hollywood any more, and maybe everyone wants to applaud that. In this way, it's a terrific film."", '[A] good-natured and spectacular comedy...', ""Director Jon M. Chu keeps the plot racing along as Rachel is introduced to a small army of her boyfriend's relatives and friends."", ""The whole film has an idiotic élan. It's a Jane Austen story done as razzmatazz romcom, plus a bit of all-singing, all-dancing Rebecca."", ""Above all, it's got that romcom magic. Like any of the best real-life weddings, it makes you simultaneously laugh and cry and go 'awww!' in the kissy bits. Suffering from post-summer holiday blues? Consider them banished."", 'A decadent fever dream of gorgeous people, places and things.', 'This is a glossy, energetic romance-drama-comedy that continues the process of putting Asia in a new light.', ""The best romantic comedy from a big studio since Bridget Jones's Diary was released in 2001."", 'Feels blithely liberated from the obligation to offer up suffering that has long been part of the implicit bargain made with so many mainstream movies focused on characters of color-that they are treated as marketable in relation to the pain they portray', ""Chu's direction displays a robust regard for the combined power of glamour and velocity."", ""It's crazy good."", ""It's a boisterous ride that you'll want to jump on time and again, still chortling with each rewatch.""]",both
2018,Solo: A Star Wars Story,Solo: A Star Wars Story,solo_a_star_wars_story,"[""What's onscreen simply isn't magical enough. It might please die-hard fans to know how Han got the last name or how he made the Kessel Run in less than 12 parsecs...But I think even they might be disappointed."", 'Alden Ehrenreich is a very snappy bit of casting.', 'A scruffy nerf herder in a ""galaxy far, far, away..."" Solo: A Star Wars Story, a movie that has no reason to exist, is a fun lovable escapade that gives us a new introduction to the most famous non-Skywalker in the galaxy.', ""How did we get an origin story where Han Solo is not only NOT the most interesting character in the movie, he's honestly maybe sixth or seventh?"", 'Luckily, just as tempers were starting to flare, Solo: A Star Wars Story has arrived to save the day.', ""Franchise fatigue is real and it's acutely felt in a galaxy far, far away."", 'The tropes and twists of shamelessly recycled clichés are presented throughout with an absurd earnestness.', 'Even at a stretched two hours, the whole thing feels like an aside - a small, low-stakes story stripped of the mythos and epic scale that make the new crop of Star Wars films land.', ""If you're going to make a film that is essentially a narrative colouring-in exercise, you might as well make it zippy and fun - and that's precisely what director Ron Howard delivers."", ""This is a solid addition to the Star Wars series, with enough action to keep younger viewers in their seats. It doesn't add a lot to the story, but neither does it diminish it."", 'Nothing in Solo can compete with a single scene in The Force Awakens. But what this film does have is cape-clad pilot Lando Calrissian (Donald Glover) and his pal, uppity droid L3-37 (Phoebe Waller-Bridge).', ""Of all the Star Wars-themed movies, this one is the closest to a Saturday afternoon serial/western. Don't expect more than that."", ""Young Han can only watch helplessly as the gravity of the Star Wars children's crusade overwhelms him and the wondrous fun run gives way to a joyless slog that actually undermines the heroism of A New Hope even as it seeks to foreshadow it."", ""Solo can't decide how many elements of the primary Star Wars narrative it wants to include, which translates into an uneasy mix of fan service and original thought."", 'Whenever ""Star Wars"" tries to develop one of the franchise\'s key characters, it whiffs. ""Solo"" is no exception, a disappointment on par with ""The Last Jedi"" and the prequels.', ""Solo is at its best when it's uncoupled from all that heavy lifting, just crammed in a cockpit with its likeable cast and shooting for the stars."", ""If you're going to introduce a prequel to the Star Wars saga in a different way than anyone has tried before, you'd better deliver the goods. Solo does exactly that. I think the magic key can be summed up in one word: casting."", ""It doesn't feel like a cohesive piece, so while it's at times charming, and does get off the ground in the last act, the getting there is extremely bumpy."", ""Tons of people are going to be entertained by this movie, but it didn't really justify its existence beyond making money."", 'A dizzyingly effervescent spectacle that reminded me precisely why I fell in love with Star Wars as a child.']",both
2018,Social Animals (2018 comedy film),Social Animals (2018 comedy film),social_animals,"['While the story lines sometimes slip into the too-obvious or too-easy, the film has tons of verve and charm and terrific performances from an across-the-board outstanding cast...', 'The film desperately tries to be wild and out of control, but it ends up as more of a slapdash portrait of cartoony desperation than any sort of realistic depiction of millennial angst when it comes to current-day female lifestyle choices.', 'A limp sex comedy that feels as cinematically played out as the dusty charm of Austin itself.']",both
